examId,content,options,imagePath,answer
250,卉潔從事行銷企劃，經常使用網路，但她卻不知道應該如何正確使用網路才安全，請問卉潔的處理方式以下何者「錯誤」？,"['將正確網址加入我的最愛，避免網址錯誤。', '從來不更新病毒碼。', '妥善保護帳號密碼。', '若發生中毒，應立即處理。', None]",,1
251,當收到一封由信用卡公司寄來請求變更帳號密碼的郵件，還有一個附件檔案，請問以下何者為正確的處理方式？		,"['立即按照步驟，修改帳號密碼', '打開附件，看看內容是什麼', '轉寄到私人外部信箱再進行處理', '不做任何事，立即刪除郵件', None]",,3
252,「姜太公釣魚，願者上鉤」是網路釣魚 (Phishing) 的最佳翻譯，多半是利用偽造電子郵件與網站作為「誘餌」，請問以下防範方法何者不適當？,"['防詐第一要務為：「勿存貪念」', '對不明郵件立即刪除', '遵循網站要求輸入資料', '養成檢查網址正確性之習慣', None]",,2
253,駭客常會利用民眾對「高點閱率」的好奇心，而將木馬病毒藏在許多人按讚的臉書網頁。請問一旦點選這個網頁的連結，可能會發生什麼問題？,"['個人資料外洩', '帳號被盜用來胡亂貼文', '電腦速度變慢', '以上皆是', None]",,3
254,如果用來上網的電腦沒有儲存重要資料，是否還需要設定密碼？,"['需要，不然大家都會跟我借電腦', '需要，因為電腦駭客可能會利用我的電腦作為攻擊其他電腦的跳板', '不需要，駭客攻擊我電腦的機率很小', '不需要，電腦裡沒有重要資料，不會有資料外洩的風險', None]",,1
255,如果電腦的密碼被駭客破解，可能會有哪些風險？,"['電腦裡的資料被竊', '個人資料遭盜用', '變成駭客攻擊其他電腦的跳板', '以上皆是', None]",,3
256,阿花最近買了一隻智慧型手機，請問相關的安全使用措施，下列何者為誤？,"['把所有權限打開，才能讓智慧型手機的功能發揮到最大', '設定軟體存取權限，避免不必要的應用程式存取通訊錄', '限制可以存取通訊錄的應用程式功能，以避免發送垃圾訊息', '不安裝來路不明的應用程式或聊天軟體', None]",,0
257,部分交通轉運車站提供公用電腦讓旅客們使用，請問有關正確使用公用電腦，以下敘述何者正確？,"['登入社群網站分享心情，使用完畢後不需要登出', '使用完畢後，清除瀏覽器的cookies、清除密碼與帳號，並登出系統', '可透過公用電腦進行線上交易線上交易', '可在公用電腦上處理敏感性公務', None]",/Image/b3798a87-ab2a-4767-ad8a-3b652b9904f5.jpg,1
258,一名在科技公司上班的男子在女網友的慫恿下，向銀行貸款80萬元投資，結果女網友拿走現金後便音訊全無；請問當網友提出哪些要求時，就該提高警覺避免受騙？,"['家人開刀須籌大筆手術費，要求借錢', '網友傳送他自己的裸照過來，然後也要求你寄裸照給他', '以急用為理由，請求至便利商店代買遊戲點數', '以上情況均須提高警覺', None]",,3
259,交友類型的 App越來越流行，請問下列何者為使用交友或社群 App 的安全注意事項？,"['須注意自己在交友App上放置的個人照片是否上相', '須注意自己是否在該App上揭露過多的個人資訊', '須注意該交友App所配對的對象是否長相甜美可愛', '須注意該App是否為付費或免費App', None]",,1
260,根據統計許多青少年網路交友受害案件，源於被害人多因好奇而結交網友，卻被騙、被性侵或涉及援交。請問家中若有青少年，應教導其注意的網路交友事項，下列描述何者為「錯誤」？								,"['若要與網友見面應該要結伴同行', '與網友見面時的穿著打扮須讓網友印象深刻', '與網友見面最好約在公開場合', '與網友見面時不喝對方準備的飲料', None]",,1
262,生活周遭有些許因為網戀而組成家庭的成功案例，也有在網路聊天非常契合的網友，見面後卻無法忍受對方身上總是有香水味的失敗案例。下列哪一種網路戀愛觀「不正確」？,"['上網交友可以使用暱稱與美化過的照片，一個人也可以同時間和許多人交往，這樣才有刺激感', '網路戀愛只是認識對方的第一步，感情還需要有實際的交往才能夠成熟', '雖然誠實是網路交友的要素，但對於才剛剛認識的網友，過度向對方揭露自己的想法或生活，也可能產生風險', '彼此還沒有見過面的網路戀情，若對方立即提出結婚要求，應該要有所警覺', None]",,0
263,國內發生詐騙集團透過交友網站留言功能，彼此加入通訊App好友後，再向網友提出援交的提議。當遇到網友提出援交請求時，應如何回應？,"['援交是非法的，而且通常會伴隨色情犯罪或詐騙行為，一旦發現應儘快報案', '獨自前往應約，並且戳破對方的計謀', '允諾赴約，或許有機會找到真愛', '召集一群朋友共同赴約', None]",,0
265,有不肖人士利用交友網站，以刷卡100萬賺現金30萬差價為餌，誘騙受害者至通訊行刷卡鉅額買3C產品，將提貨單取走後便消失無蹤。請問當網友提出哪些要求時，應該要留意可能是詐騙？,"['主動提出援交，並要求先轉帳匯款再提供服務', '提出報酬率異常高的投資機會', '才認識幾天就提出結婚，並要求購買昂貴首飾或婚紗包套組', '以上皆有可能', None]",,3
266,日前出現專門在網路尋找單身女子的愛情騙子，半年內順利詐騙了8位女護士，詐騙金額達數千萬。對於網路戀情發展，以下何者為「不正確」的觀念？,"['在沒有向對方透露過的情形下，忽然對方清楚瞭解你的電話、工作等個資，表示對方很有誠意要認識你，應該立即接受對方', '當認識一段時間進一步詢問對方的身分資料時，若對方總是不願正面回答或每次答案都不相同，則是網路愛情騙子的徵兆之一', '如果對方曾經提及的相關背景資料，經你打聽後，發現根本查無此人，對方可能是冒用他人身分與你交往', '當被問及你覺得不舒服的問題時，可以拒絕回答，而不是採取欺騙對方的方式，避免未來可能發生的爭議', None]",,0
268,為了在交友網站中讓他人進一步與你認識，你必須提供個人資訊，下列何種提供個人資料的方式可能會導致隱私的外洩？,"['私密的照片一律不放在網站上', '公開手機號碼，便於大家能夠找得到我', '絕對不在網路上寫出自己的聯絡電話及家中住址', '使用暱稱，不在網站上公開自己的真實名字', None]",,1
269,援助交際通常是指年輕人與成人發生性行為，以獲得金錢上的交易。以下對於網路援交的描述，何者為正確？		,"['援助交際屬於年輕人應該要自行負責的行為，成年人可以不必關心', '根據刑法，與未滿14歲之青少年產生性行為或有猥褻之行為，是違法必須處以徒刑的', '援助交際是以身體換取物質、金錢，這是合法的交易行為', '援助交際是個人的人生選擇，沒有法律問題', None]",,1
270,下列何者「不是」網路交友的好處？,"['網路交友讓我有機會認識世界上不同國家的人。', '網路提供即時互動的便利性。', '網路匿名特性可以用假身分與他人交往不必負責。', '利用網路聊天與交往，是個比較經濟的交友方式。', None]",,2
271,今日時下的年輕人幾乎都有使用過網路交友的經驗，下列何者並「非」網路人際溝通與關係發展的必要條件？,"['常逛同一 BBS 版、討論區或網站', '持續在網上互動以維持人際關係', '一定要約出來面對面相見', '分享個人意見', None]",,2
272,下列何者是網路上跟別人互動時應該有的行為舉動？,"['把自己的遊戲帳號資料告訴網友', '在討論區搗亂，拚命引起戰火', '輕易轉寄網路未經證實的訊息', '在網友情緒低落時相互支持、打氣', None]",,3
274,當我們在網路上與他人互動時，以下何者「不是」網路利他行為？,"['在問版上回答問題', '協助發表協尋文章的網友找回失蹤的妹妹', '引發網路論戰', '分享開箱文給其他網友', None]",,2
275,結交網友時，以下何者「不是」雙方人際關係維持的原因？,"['向對方分享訴說個人的感覺或困擾', '不嫉妒或批評對方的人際關係', '拚命挖掘對方的個人隱私與痛處', '相處時盡可能帶給對方快樂的感覺', None]",,2
276,網路交友應該注意保護自己的安全。但下列哪個行為可能為自己帶來安全疑慮？		,"['為了展現交友誠意，應該以真實姓名加入聊天室', '只要是談得來的網友，就可以單獨邀約見面', '將個人照片寄給陌生網友，以便進一步相互認識', '以上皆是', None]",,3
277,請問關於在網路上進行社交活動的敘述，下列何者是「正確」的？	,"['網路上有許多社群存在，讓志同道合的朋友可以加入', '透過網路交友，每個人都不需面對面交男女朋友', '社交生活都可用網路社交來取代', '可以向剛認識的網友吐露心事與隱私資訊', None]",,0
279,網路交友已經成為時下普遍的行為，下列哪一個「不是」令網路人際溝通具有特殊性的因素？,"['互動性', '具名性', '可以穿越空間限制，與世界各地的人交朋友', '中介性', None]",,1
280,下列何者「並非」形成網路交友時的人際吸引因素？,"['接近性', '自我揭露', '網路上的人有多元背景', '毀謗', None]",,3
281,網路交友具有「網路匿名性」的特性，下列何者是有關「網路匿名性」的「正確」敘述？,"['網路匿名性增加了網路上交友的風險', '網路匿名性讓網友可以不用遵守禮儀', '網路具有匿名性，所以網路上的言行不用負責', '網路具有匿名性，所以任何犯罪行為無法追查', None]",,0
282,使用社群網路應避免下列何種行為？,"['就事論事發表意見，不對他人怒罵訕笑', '妥善設定網站的隱私權保護選項', '不停轉貼好笑的資訊分享予所有人', '適時適當與其他人互動', None]",,2
283,社群網站是意見交流的網路平臺，但也常發生濫用的情況。請問下列何者是使用社群網站的正確觀念？				,"['不要在社群網站上張貼個人資訊', '在社群網站發言時，應以「少數服從多數」為原則', '匿名發言機制讓當事人能暢所欲言，所以真實性更高', '網路聊天室的功能就是閒聊哈拉，所以言詞辛辣，或披露他人私事也無妨', None]",/Image/f5708ceb-3b19-4031-9b2c-032db877d3c1.jpg,0
284,社群網路是透過人與人的關係，不斷連結與擴張，下列何者「不是」使用社群網路的正確方式？,"['分享過去的生活資訊，不分享未來的行事規劃', '發出我們的聲音，也包容其他的意見', '分享我們的興趣，也接收朋友的資訊', '認識更多新朋友，也讓他們直接取得我的聯絡資訊', None]",,3
285,透過網路可以讓我們認識各種國籍、文化和領域的人。請問在與不同文化或生活環境的人相處時，下列何者是「不適當」的行為？	,"['主動介紹自己，但避免告知過多個人資訊', '耐心理解對方的文化背景，不妄下批評', '向網友提問時，要求網友一定要回答', '適時以詼諧幽默的口氣緩和氣氛', None]",/Image/e8dae2a8-24ff-48ff-acab-dfd99c5f7736.jpg,2
286,以下關於「網路沉迷」的敘述，何者有誤？,"['有網路沉迷傾向的人，只要一離開電腦網路就會焦躁易怒', '網路沉迷也是一種疾病，嚴重時甚至需要就醫', '網路沉迷會導致我們生活作息混亂、三餐與睡眠不正常', '善於社交的人比較容易出現網路沉迷的傾向', None]",,3
287,以下何種方式「無法」避免家中孩童沉迷於網路？,"['跟小孩約定每天可上網的時間', '瞭解小孩零用錢花費的用途', '幫小孩申請「吃到飽」的上網方案', '增加親子互動的時間', None]",/Image/445b32c5-2814-40b1-93ce-631aaa085d66.jpg,2
288,以下何者「不是」網路沉迷者常見的身心行為症狀？,"['理智上知道要控制網路的使用時間，但仍不能克制上網的衝動', '樂觀開朗、喜歡從事戶外活動', '不能上網時會出現身體或心理不適的現象', '上網的慾望越來越不能滿足，所需上網時間越來越長', None]",,1
289,阿威因為網路沉迷，最近開始出現暴力傾向，請問阿威的家長應該帶他到醫院看哪一科門診？,"['精神科', '內科', '復健科', '神經科', None]",,0
290,網路沉迷除了可能傷害視力以外，還會造成以下何種影響身體健康的風險？,"['癌症', '地中海型貧血', '色盲', '肌腱關節與神經的傷害', None]",/Image/29cc57bf-a98e-4e7a-afcc-888dfe54680b.jpg,3
291,「戒斷症狀」是指，當中斷或停止使用某種令人上癮的物質後，生理或心理上所產生的不適。請問，網路沉迷的戒斷症狀與下列哪一種情況類似？,"['食物中毒', '藥物中毒', '酒精中毒', '一氧化碳中毒', None]",,2
292,請問，當你出現以下哪些徵狀時，表示已有網路沉迷的風險？,"['沒有社群網站帳號', '自我控制使用社群網站的時間，不耽誤學習、休閒或睡眠', '隨時隨地都想上網查看社群網站狀態', '偶爾會玩社群網站的小遊戲', None]",/Image/5fab7393-025b-4e83-b112-1b80c0986961.jpg,2
293,哪些身體徵狀可能是整日與電腦為伍的學生或上班族容易發生的？,"['黑斑與青春痘', 'B型肝炎', '手指肌腱炎與視力受損', '打噴嚏與發燒', None]",,2
294,當以下何種情形出現時，表示有網路沉迷的可能？		,"['隨時都想在社群網站「打卡」，若不打卡會覺得沒有存在感', '上網一段時間，知道要離開電腦稍作休息', '喜歡與其他人討論網路遊戲的攻略', '擁有自己的部落格', None]",/Image/82c5229a-84a7-4c23-99ff-572a68aaa09c.jpg,0
295,曾有網路成癮的當事人說，在網路裡面的我是成就非凡，但是現實生活的我卻「一無所有」。造成網路沉迷問題的個人心理因素有哪些？,"['現實世界中較缺乏自尊與社會支持', '網路世界中的歸屬感與虛擬名聲較容易達成', '在網路虛擬世界中可以暫時逃避現實世界的問題', '以上皆是', None]",,3
296,下列哪些行為可以被歸類在網路成癮？1.沉溺於網路情色內容中；2.沉溺於網路購物與交易；3.沉溺於網路資訊的搜索與收集；4.沉溺於網路上的人際關係 ,"['1,4', '2,3', '2,3,4', '1,2,3,4', None]",,3
297,家長可以利用下列哪一種工具來協助孩子管理上網的時間？		,"['火狐瀏覽器(Firefox)', '壓縮軟體(7-Zip)', '網路守護天使(NGA)', '心智圖軟體(FreeMind)', None]",/Image/c4544abe-b4c0-4da8-8517-56464c2dab4e.jpg,2
298,一名家長向「臺灣網路成癮輔導網」求助，指稱兒子因網路沉迷已造成許多影響，以下那一個敘述可以幫助他改善這樣的狀況？,"['請家長和老師一起規範上網時間，並由家長陪同上網', '請老師在課堂上提醒合理的上網時間，但家長放任不管', '請老師不要讓小孩上電腦課', '完全交由專家負責，家長不必協助', None]",,0
299,心理學家指出，平均每週上網超過40小時者，就有較高網路沉迷的風險。為了防止網路沉迷，平時應該如何處理較為適當？,"['打發時間、心情好或不好時都上網', '電腦一整天不關機', '避免將網路當成生活唯一的重心', '儘量享受網路活動的聲光色效果', None]",/Image/d205a35e-5364-463f-b218-0561c452fda7.jpg,2
300,如果你的家人有網路沉迷傾向，以下何者「不能」幫助他的輔導與治療？,"['輔導專業人士的協助', '軍事的訓練與磨練', '家庭與社會的支持', '替代性非上網的活動', None]",,1
301,醫師表示，網路沉迷又區分不同類型，以下何者「並非」網路沉迷的類型？,"['網路遊戲沉迷', '網路性沉迷', '網路醫療沉迷', '網路人際關係沉迷', None]",,2
302,以下何者是構成網路沉迷的要素？,"['使用網路的量', '使用網路的質', '對日常生活功能的影響', '以上皆是', None]",,3
303,網路已經是現代生活中不可或缺的事物，下列哪一個關於網路使用的描述是「正確」的？						,"['正當使用：健康的用來促進個人的工作績效與生活便利', '不當使用：過度使用網路而忽略現實生活的活動，影響生活作息', '一般人所謂的「網迷」通常包含過度使用者和成癮者', '以上皆是', None]",,3
304,如果你的朋友有網路沉迷的傾向，你可以怎麼做？,"['發揮各種所學的症狀及判斷標準，提醒他未來可能會有的問題', '傾聽他遇到的困難與挫折，提供心理支持', '在他努力要戒斷時，給予加油打氣', '以上皆是', None]",,3
305,以下哪一種人比較不容易網路沉迷？	,"['常會感到寂寞無聊的人', '自我認同感不足的人', '課業或工作受到挫折的人', '喜歡從事戶外活動的人', None]",/Image/e3448856-8962-4ab4-85d9-396494c0d55e.jpg,3
306,請問以下何者「不是」網路沉迷的可能成因？,"['無聊', '現實世界中沒有成就感', '查詢老師規定的回家作業', '情緒低落上網尋求網友的慰藉', None]",/Image/94da4d30-4058-4a6b-91ee-5cfad1540e5f.jpg,2
307,過去曾發生過因為每天熬夜玩線上遊戲，因此導致癲癇發作的案例，請問下列哪個「不是」長時間上網可能造成的生理傷害？,"['眼睛不適', '肩頸僵硬', '腰背痠痛', '身材苗條', None]",,3
308,近年來，因網路沉迷造成肩頸、手腕與眼睛傷害的案例頻傳。以下何者亦屬於網路沉迷可能導致的狀況？		,"['電腦技巧變好', '腹瀉', '不能上網時會焦慮', '視力變好', None]",/Image/99ce1395-6639-401f-a21a-d5153161b104.jpg,2
309,下列哪個現象可能是網路沉迷的徵兆，當自己或家人出現該行為時必須要提高警覺？,"['每日固定上網1小時', '熬夜玩線上遊戲', '可以自己控制電腦使用時間', '不玩線上遊戲', None]",,1
311,網路沉迷或成癮的高危險群，除會有肩頸疲勞等生理問題外，還可能帶來哪些負向的心理反應？,"['疑心、與憂鬱或焦慮', '自信心', '好的人際關係', '積極正向的態度', None]",/Image/e02a96d2-bad8-42d4-8e85-62ea76e61112.jpg,0
312,曾有家長不希望孩子花太多時間玩線上遊戲荒廢學業而將電腦放在客廳中。你認為還有哪些做法可協助家中孩童避免過度上網？		,"['陪伴孩童多從事戶外休閒活動', '買平板電腦給孩子', '幫孩子辦理上網吃到飽的門號', '幫孩童換最新型的智慧型手機', None]",,0
313,小傑在部落格向大家推薦一本好書，卻有網友留言提出完全相反的意見，這時小傑應該怎麼做才是正確的？,"['留言攻擊該名網友', '與該名網友爭辯到底，直到對方認同自己的意見', '請網友投票表決，看誰的意見獲得較多網友支持', '尊重該名網友不同的見解', None]",/Image/f73e40cb-5470-4f10-b254-66fa9f9f257a.jpg,3
314,在網路上與人溝通時，適度使用表情符號可以表現出你的臉部表情，常見的表情符號XD代表什麼意思？	,"['不開心', '不予置評', '開心大笑', '擔心', None]",,2
315,每個人都可以透過網路表達自己的意見，當我們在網路上發言時，以下哪一種行為是正確的？,"['公開自己或他人的隱私', '在不傷害自己與他人的前提下，勇於發表自己的看法，也歡迎網友提供意見，相互交流', '在網路上發表不實或不當的言論', '張貼具有威脅性或攻擊性的文字、圖片', None]",/Image/b8715fe6-7239-4150-9f08-7d0d90ac9e28.jpg,1
316,在社群網站上傳照片並打卡時，應該注意以下哪一個禮儀規範？		,"['打卡標註他人資訊時，是否已徵得對方的同意', '自拍時的角度是否上相', '照片中是否將朋友都標示進去，沒有遺漏', '所在位置是否可以上網', None]",/Image/fe0da4f1-d38e-4b19-abf6-aa39324c0065.jpg,0
317,在網路散布不實謠言攻擊的言論，可能會有什麼問題？	,"['網路可以匿名發言，因此不會被發現是我散布的', '如果我所說的是不實的言論，自然有網友會澄清，沒有問題', '如果是不實的指控，可能會侵犯法律，例如誹謗罪', '每個人都有言論自由，所以在網路上什麼話都可以說', None]",/Image/76b7393f-6edd-4f38-9560-b9f7c2424d6c.jpg,2
318,家瑋喜歡利用網路論壇與網友交流3C產品的使用心得，當家瑋在網路論壇發言時，以下哪一種行為是「錯誤」的？	,"['提問之前，先搜尋是否已經有人問過相同的問題。', '發言字數符合網路論壇要求的最低字數限制。', '將私人恩怨帶到論壇，於發文中散布他人的個人資料。', '即使網友提出的意見與自己不同，也能以尊重的態度表達自己的意見。', None]",,2
319,許多人喜歡在論壇討論旅遊經驗，但常常有人重複提出別人問過且已經有答案的問題，造成其他使用者閱讀上的困擾。當你發現別人重複發問時，你覺得如何處理比較適當？		,"['盡量以E-mail或悄悄話等方式私底下告知對方，保持禮貌；因為對方可能是網路新手，不清楚自己犯錯', '在討論區直接用回覆方式嚴厲告誡對方不要一直重複問問題', '聯合其他網友不要回答對方所提的問題，抵制他的行為', '另外貼文強烈指責他的行為', None]",/Image/08a4c24f-d25d-48e5-b053-d0cb09bdabfd.jpg,0
320,下列何者為使用網路論壇或討論區應有的禮儀？,"['鉅細靡遺的寫下問題，就算超過千字也沒關係，因為這樣才能清楚闡述', '在發問前，先搜尋及閱讀其他相關文章或常見問與答(FAQ)，無法解決才貼文詢問', '不好意思用自己的名義提出敏感或私密的問題，便以朋友的名義留言', '因為討論區的人氣高，所以張貼自己公司的廣告訊息', None]",,1
321,透過電子郵件，或是在自己的部落格、其他留言版上轉貼文章的原則，以下敘述何者最不恰當？,"['轉貼別人的文章務必事先通知原作者並取得同意轉載，尊敬原作者', '未經允許逕將他人私人信函轉貼在公開的留言版或討論區，是不禮貌的', '將他人文章轉寄給許多人時，最好能註明文字出處，並說明獲得方法', '轉貼他人的文章是為了與更多人分享，沒有營利，所以不需要告知文章的作者', None]",,3
322,在網上與他人互動時，可以利用表情符號來補足自己的臉部表情，也可以增加幽默。以下哪一種表情符號沒有開心的意涵 ？,"[':-)', 'XD ', ':-( ', ':-p', None]",,2
323,回覆他人寄來的電子郵件，在撰寫回信時，何種行為是合乎網路禮儀的？,"['按下送出鍵之前，再次閱讀自己所寫的文字，確認無錯字後送出', '回覆之前再次檢視，對方所提出的問題是否都予以回答', '再次檢查是否附夾檔案有妥適的上傳', '以上皆是', None]",,3
324,網路發言也受到言論自由法令的保障，關於言論自由，以下哪一個敘述是「正確」的？		,"['因為有言論自由的保護，所以在網路上愛說什麼就可以說什麼', '即使有言論自由，仍須為自己的言語負責', '言論自由只限於現實生活中不包括虛擬的網路空間', '具有攻擊性、煽惑他人犯罪的言論，可以受到言論自由的保護', None]",/Image/2d99d935-3c8a-4cde-bbc9-f1963f8a17ba.jpg,1
325,個人在現實生活的言談和網路上的發言都受到「言論自由」的保護，然而言論自由是建立在「言論責任」上。請問，以下敘述何者與「言論責任」的精神相符合？,"['不管事實與否，只要涉及公共利益就應該要說出來\r\n', '就算會侵犯到他人隱私，也要表達自己主觀的想法', '在不傷害他人的原則上，表達自己的想法', '只要沒有出於惡意，就可以恣意表達自己的想法', None]",/Image/9ad63aba-ca99-4cb2-994f-a203d6b88452.jpg,2
326,網路社會就像現實社會，存有須遵守的規範，下列哪一個說法「不是」我們需要網路規範的理由？,"['為了保障網路的自由發展，要把網路劃為「化外地」', '網路規範是網路使用者的社會契約的一部分', '言論自由是有代價的，在網路上的言論自由也同樣必須付出代價', '網路規範保障每個使用者在網路活動、發言的權利', None]",,0
327,PTT 的各個留言版都有專屬於該版的發言規範，這類的網路規範為網路公民帶來怎樣的意義與啟示？,"['個人與社會皆應發揮「自律」精神', '網路公民應參與網路規則的建立與修正', '網路使用者的行為，會受到各式各樣的規範約束', '以上皆是', None]",,3
328,網路被稱為虛擬的社會，下列何者是有關「網路虛擬社會」的「正確」敘述？,"['網路是虛擬的，所以其中的言論不會產生實質效應', '網路社會與現實社會是二元對立的，二者互不相涉', '現實社會的法律也會規範網路虛擬社會', '網路社群都是虛擬的，不算是真正的社群', None]",,2
329,在部落格上用三字經辱罵他人，算不算公然侮辱？,"['算，因為網路是公開場所，符合「公然」條件，再加上辱罵他人的行為，就構成了公然侮辱', '不算，因為部落格是私人領域，不構成「公然」的條件', '不算，因為網路有匿名性，查不到是誰發文，故無法構成公然侮辱', '不算，因為辱罵文馬上就被版主撤下了，沒有證據，不算公然侮辱', None]",,0
330,為什麼網路上的言論會受到言論自由的保護？,"['因為言論自由可鼓勵大眾參與政治決策，促進民主政治的發展', '因為言論自由可讓人民充分展現自我意識', '言論自由的概念可讓各種想法共同存在，最後利用競爭找出較適當的說法', '以上皆是', None]",,3
331,無論在面對面的交談或是網路對話時，下列何種言論常被視為言論自由的灰色地帶？,"['粗俗、不禮貌的言詞', '對於他人的批評', '惡意的謠言', '以上皆是', None]",,3
332,經濟不景氣，許多IT人員轉行撰寫電腦病毒，以致全球中毒電腦數量暴增。請問下列相關敘述何者「錯誤」？,"['只撰寫病毒而不從事駭客行為，並不犯法', '入侵他人電腦是違法行為', '撰寫病毒販售，是違法行為', '這些IT成員很可能吃上官司', None]",,0
333,發生網路交易糾紛時，應該如何處理？,"['在網路上留言攻擊對方', '在各留言版公布對方個人資料', '向網站管理單位檢舉', '打電話恐嚇對方', None]",,2
334,2位資訊工程師在颱風前夕惡作劇假造了山寨版的人事行政局網站，並發布放假的假消息。請問下列相關敘述何者「正確」？,"['兩人並無犯罪動機，所以沒有違法問題', '兩人只是展現山寨流行文化，沒有犯罪', '觸犯刑法偽造、變造公文書罪', '兩人只是為了好玩，不用看得那麼嚴重', None]",,2
335,一名網站站長入侵情敵的帳號，觀看對方信件內容並刪除其個人資料。請問以下有關該站長行為的敘述何者「錯誤」？,"['侵犯他人隱私權', '可能觸犯個人資料保護法', '可能觸犯刑法的妨害電腦使用罪', '網站站長有權監視並修改他人資料', None]",,3
336,某大學學生，在未經同意下，以同學的帳號密碼登入學校選課系統，將對方已選的課程退掉。請問下列相關敘述何者「正確」？,"['會觸犯刑法「妨害電腦使用罪」', '會觸犯「智慧財產權法」', '只要可以成功輸入帳號密碼就不算違法', '同學間的惡作劇不算違法行為', None]",,0
337,某電腦公司負責人因離職員工自行創業，且使用原公司的資料來營利，於是利用駭客攻擊手法癱瘓對方新公司的網站。請問下列敘述何者「正確」？,"['離職員工違法使用公司資料在先，所以該負責人可以報復', '該負責人干擾他人電腦或其相關設備，已觸犯刑法', '癱瘓網路連線是商業競爭手段，並不違法', '這只是虛擬世界的事件，所以並不會有觸法的問題', None]",,1
338,在使用電子郵件之際，下列何者是網路禮儀的正確示範？,"['為了確保對方有收到，同封信重覆寄好幾次', '為了不引起誤會，不在電子信件中散布謠言', '為了與好朋友分享，所有信件都一律轉寄給朋友', '夾帶相當大的檔案與他人分享', None]",,1
339,以電子郵件與他人進行意見往返，必須遵守網路禮儀，以下哪一種行為比較合乎網路禮儀精神之「簡潔」與「清楚」的原則？,"['在電子郵件中不洩漏個人隱密之事', '在電子郵件中說明此封信件的主題，並盡量減少對方可能看不懂的文字，例如注音文或網路流行語', '不回覆來路不明的電子郵件', '不轉寄可能是謠言的電子郵件', None]",/Image/80414d43-83a9-4136-94ea-d73ce039d202.jpg,1
340,網路上的人際互動與現實生活一樣，都必須留意互動時的禮貌，以下何者「不是」網路禮儀的基本原則？,"['保持友善的態度', '發言盡量聳動', '尊重他人隱私', '簡潔清楚的表達', None]",/Image/425e5ca5-221f-4657-88bf-2867e778c2cd.jpg,1
341,以下哪個選項「不合乎」電子郵件使用的網路禮儀？,"['引發網路論戰', '寄送垃圾郵件', '使用大量火星文', '以上皆是', None]",,3
342,網路上的聊天室或是留言版都設有發言規定，例如不可對他人造成人身攻擊，或是發言字數不可少於50字，關於這些規定以下敘述何者是「正確」的？,"['這些規定會違反言論自由，應該取消', '反正在這些網站上發言可以使用暱稱，所以不必將規定放在心上', '要在這些平臺發言就必須遵守管理規定', '這是管理者要展示權力的表現，相當不合理', None]",,2
343,網路上的聊天室或是留言版通常設有發言規定，其用意是什麼？,"['為了讓網站的運作符合秩序', '避免惡質網友在網站平臺上惡搞，造成其他使用者的不舒服感', '營造網站的特定風格並保障網站內容品質', '以上皆是', None]",,3
344,在網路上能使用匿名的方式與他人互動，沒有人會知道發言人的真實身分，所以可以任意發言，這樣的觀念是否正確？,"['正確，網路平臺具有百分之百的言論自由，大家可以暢所欲言', '不正確，即使是匿名的發言方式依然受到法律的管束', '正確，所以可以冒充別人的名字發言', '正確，所以在網路上發言可以完全不負任何法律責任', None]",,1
345,網路言論的內容受到下列哪一個規定的管束？,"['智慧財產權', '隱私權', '該網站管理人員自訂的版規', '以上皆是', None]",,3
346,網路聊天室是大家即時溝通討論的好地方，使用網路聊天室時，下列哪一種行為是「錯誤」的？,"['遇到令人討厭的網友可以直接在聊天室中用不禮貌的話嗆他', '有新網友加入聊天室時可以邀請其他網友一起歡迎他', '進入網路聊天室時，延續大家的話題加入討論', '針對聊天室裡網友提出的問題想出方法幫助他', None]",,0
347,下列那一種網路行為可能會造成誹謗罪？,"['盜取別人的信箱帳號密碼', '在自己的部落格上發布批評某人的不實言論', '直接張貼別人的文章在自己的部落格中', '冒用他人的名字在聊天室中發言', None]",,1
348,在他人的部落格或在網路討論區瀏覽、找資料或者想要向版主發問前，應該要遵守該網站的相關規則，以下何種做法「不正確」？,"['遵守著作權，不要隨意複製網站上的東西', '尊重他人的發言，即使不認同也不回覆謾罵留言', '重複詢問已經有他人問過且版主已經回覆過的問題', '不在公開的頁面上談論屬於他人隱私的內容', None]",,2
349,網路論戰多是指在網路討論版上張貼挑釁或攻擊的言語，進而引起一連串的激烈反應。當在網路上遇到挑釁言論時，應該如何處理？		,"['堅持自己的論點，用強烈的字句反駁', '保持冷靜不理會挑釁言論，尊重多元觀點意見', '找自己的好友來一起罵對方', '發起人肉搜索找出張貼挑釁言論者', None]",/Image/a250dfc8-b079-4f31-9a4b-b49e49abe0c8.jpg,1
350,參加網路論壇討論時，應該和實體世界一樣遵守必要的禮節；以下哪一個行為「不合乎」網路禮節規範？,"['在網路上公開他人的照片、電話號碼、地址等個人資料', '送出貼文前，先閱讀自己所寫的文字確認沒有錯別字', '發問前，先搜索及閱讀其他相關的文章，沒有解答才發問', '善用表情符號表達情感，也可展現幽默', None]",,0
351,臉書提供了許多好玩的分享功能，但以下哪一項行為最好不要做？,"['經過朋友的許可才幫朋友打卡', '不斷發布抱怨或霸凌他人的文字', '儘量避免張貼廣告訊息', '分享自己的婚禮照片', None]",,1
